USGS	13317000	2015-08-30	3000	A
USGS	13317000	2015-08-31	3020	A
USGS	13317000	2015-09-01	3000	A
USGS	13317000	2015-09-02	2990	A
USGS	13317000	2015-09-03	3020	A
USGS	13317000	2015-09-04	3070	A
USGS	13317000	2015-09-05	3160	A
USGS	13317000	2015-09-06	3500	A
USGS	13317000	2015-09-07	3660	A
USGS	13317000	2015-09-08	3620	A
USGS	13317000	2015-09-09	3470	A
USGS	13317000	2015-09-10	3360	A
USGS	13317000	2015-09-11	3280	A
USGS	13317000	2015-09-12	3190	A
USGS	13317000	2015-09-13	3120	A
USGS	13317000	2015-09-14	3070	A
USGS	13317000	2015-09-15	3180	A
USGS	13317000	2015-09-16	3420	A
USGS	13317000	2015-09-17	3780	A
USGS	13317000	2015-09-18	4070	A
USGS	13317000	2015-09-19	4310	A
USGS	13317000	2015-09-20	4270	A
USGS	13317000	2015-09-21	4080	A
USGS	13317000	2015-09-22	3890	A
USGS	13317000	2015-09-23	3750	A
USGS	13317000	2015-09-24	3630	A
USGS	13317000	2015-09-25	3550	A
USGS	13317000	2015-09-26	3480	A
USGS	13317000	2015-09-27	3420	A
USGS	13317000	2015-09-28	3390	A
USGS	13317000	2015-09-29	3370	A
USGS	13317000	2015-09-30	3360	A
